convo_id,avg_out_degree,n_nodes,avg_how_enjoyable,conv_length_min,n_participants,sex_pair
2dabab21-c33f-44db-9a86-d348967eb4ed,1.3125,16,8.0,29.0,2,FM
2dd388ce-cf4d-40c2-9e66-4a167170ed5d,1.3076923076923077,13,8.5,30.0,2,FF
2de3ac51-19c8-422e-b960-5d09e2db0f73,1.2,10,8.0,27.0,2,FM
2e6ecec2-ee12-4fd2-af36-e5477d3a5081,1.2727272727272727,11,9.0,52.0,2,FF
2e76b663-387c-4bd0-bb19-11b9ff68d94e,0.8888888888888888,9,8.5,28.0,2,FM
2e88ace6-b04e-4c21-9758-09f03b8b33b6,1.7777777777777777,9,7.5,29.0,2,FM
2ea08e99-5f68-48d4-af42-0f4d31f1e148,1.0,10,7.5,35.0,2,FF
2eb1256f-ddc8-4295-bde5-c77d36f82b6b,1.25,8,8.0,25.0,2,FF
2ec76af8-c231-488a-95bf-4269bef6996b,1.0,7,6.5,26.0,2,MM
2ef0bddb-04a7-4d0e-8aba-fa7c313e5295,1.25,8,7.0,25.0,2,FF
2f0ee486-0eb9-4ae0-a940-f0cc95e749f2,1.125,8,8.0,25.0,2,FF
2f39332c-6b63-49a7-9dc3-491c3cdc5aa2,0.8888888888888888,9,7.0,26.0,2,FM
2f65f772-5329-4e5a-a7a2-3df21fb73933,1.375,8,8.0,29.0,2,FF
2f72249c-39e1-4aab-a942-200e3ae2424c,1.5555555555555556,9,7.5,30.0,2,FF
2f749ec2-aa7b-4a41-8aa1-5bd7a387b90a,1.5555555555555556,9,8.5,31.0,2,FF
2f9de920-25a3-4bb4-b7a8-eb83e5d0cfe2,1.2222222222222223,9,7.0,27.0,2,FF
2fae6aa6-182c-4caf-84d3-09bd505cb5e1,1.1666666666666667,6,8.0,29.0,2,MM
2faec4dd-2885-46f3-9796-d4b152a75f9b,1.3333333333333333,6,6.5,36.0,2,FM
2fb5e5af-52fe-4469-b77a-0b4467ca0bf1,1.25,12,6.0,25.0,2,FM
2fb914a4-32a5-4321-9aa7-830e476c466a,1.1428571428571428,7,8.0,30.0,2,FM
2fbdb5cb-d160-4a13-927e-82b93c4adea7,1.0,9,7.0,25.0,2,FM
30394916-22b4-46ba-b8b4-61ad3662e837,1.3333333333333333,12,5.5,27.0,2,MM
30398fc0-0fea-4f6d-b9b5-9f8608725e3a,1.125,8,8.5,29.0,2,FF
3045ec04-252c-420e-8646-c6b0e150ca74,1.0,8,9.0,0.0,2,UNK
3049cb21-cec9-46b6-ace5-8b97f4fd6165,1.375,8,,15.0,2,UNK
3066c275-aae2-4b70-b47d-65c4ff1bc409,1.1818181818181819,11,6.0,26.0,2,FM
307f0b6d-5703-411c-aec8-f2fbd6f099e8,1.4444444444444444,9,9.0,40.0,2,FF
30a5a4ba-5ca5-465f-8a8f-cda3d7737662,1.0,3,9.0,27.0,2,FM
30a69621-20ae-437e-bc61-7934ac8bc543,1.0,7,9.0,26.0,2,FF
30d35ce8-1e0f-4c09-ac7d-5ff9737c8ac2,1.2857142857142858,7,6.5,30.0,2,FM
310ce55b-8db0-4407-a25c-c2460b37cce5,1.0,8,4.5,28.0,2,MM
31683e36-7c0c-4bd1-93d1-66ce5cb9680a,1.8571428571428572,7,7.0,26.0,2,FM
3186a2ea-47f5-45cf-8c9c-ba4182d2c0a7,1.375,8,8.5,26.0,2,FF
31a7caa4-f825-4995-8d4d-2126124ff47c,1.75,12,8.0,47.0,2,FM
3231ee9a-483f-464c-b563-da35de30594c,1.0909090909090908,11,7.5,30.0,2,FF
3271eacf-69b5-4144-8dbe-b596de94ec30,1.4,10,7.5,30.0,2,MM
32adb5d5-910d-4547-972a-f5d0b795c689,1.75,8,8.0,0.0,2,UNK
32e6806f-7402-4615-b02f-98d39af02b34,1.1666666666666667,6,8.5,27.0,2,FF
330137c3-3b27-4eab-95b6-ff26b2aa2c0f,1.0,9,8.0,35.0,2,FM
33528414-6a77-4fde-a01a-aebbad5fc3d8,1.3333333333333333,6,7.5,26.0,2,FM
33567718-2e8d-454c-95fc-c34fa41a4068,1.875,8,8.0,29.0,2,FM
339012e4-ada1-4c88-839d-08a6842b5903,1.0,8,8.5,32.0,2,FF
33c5f6cf-7cd2-448d-8970-a59462023a45,1.8181818181818181,11,8.0,35.0,2,FM
33d4bd03-1a0b-4252-9ebb-9ab864a57a7e,1.0,8,8.5,30.0,2,FM
33d648dc-190b-46db-b639-23382a82d7bd,1.2727272727272727,11,8.0,28.0,2,FM
33e8c5c6-876b-4764-b725-949d2e4a2669,1.3333333333333333,9,7.0,30.0,2,FM
33f1c21c-b07a-485e-ba8e-43217e25ae00,1.4615384615384615,13,8.0,28.0,2,FF
34024389-e241-4c26-96d5-50300466d28f,1.5,10,9.0,44.0,2,FF
34228312-a473-483c-bfad-3bc9b7bdc818,1.5,6,7.0,27.0,2,FM
34250e26-3fba-4838-897a-06c27e5641b1,1.25,8,6.5,25.0,2,FF
3431bf91-f4b6-42d1-92e8-3f62164f8b64,1.3333333333333333,12,8.5,40.0,2,FF
343fdcb2-0edf-4eda-938a-17bb3e937c18,1.2857142857142858,7,7.0,26.0,2,FM
3441fe43-ea34-45ae-855c-bdcf1151406e,1.5,10,8.5,30.0,2,MM
34853527-02de-460e-9ca8-92b3ac0d0f77,1.1818181818181819,11,6.0,26.0,2,FF
34a130d2-e750-44d9-923c-97ccdc55f60d,1.25,12,8.5,25.0,2,MM
34ce2cc2-c709-4852-871b-896a368b0ae6,1.0,9,6.0,26.0,2,FM
34feb55e-d811-4684-89a3-362f4297b7fc,0.8571428571428571,7,7.0,26.0,2,FM
3504e22c-1e69-4e99-928b-f8541539d888,1.3333333333333333,9,7.5,25.0,2,FM
350d3731-d65a-473f-95b6-f2c6f300ba93,1.0,9,7.5,37.0,2,FM
352c15a2-c219-41a2-b291-f41f9b9ebbf5,1.3,10,8.5,28.0,2,MM
356332e8-4e95-4967-8b20-8635761dc588,1.9166666666666667,12,8.0,26.0,2,MM
358be89b-e916-4553-8f40-f9dcd1da006e,1.5714285714285714,7,8.0,33.0,2,FF
35c172b6-0833-4c9e-ba7d-76e328bd943f,1.6666666666666667,6,6.5,27.0,2,FM
35d9c472-e6c0-40db-9104-858677fc6b83,1.5555555555555556,9,8.5,35.0,2,FF
35ec4d47-9fa9-4868-b51a-ee38999f7953,1.25,12,8.0,30.0,2,FF
35edb446-16f9-4f3f-a274-f75571d6282e,1.4285714285714286,14,8.0,60.0,2,FF
36c3cfe4-4773-486f-a4c2-28473afbb94c,1.2857142857142858,7,8.0,33.0,2,FF
36f338b1-bb0e-4c79-b40d-1c584913f262,1.1428571428571428,7,7.0,25.0,2,FF
36f6f438-7d8d-4c6a-965b-43c17261c091,1.3333333333333333,9,8.5,29.0,2,MM
36fc65e0-03f6-4a9e-8f6d-b9072197ffba,1.4545454545454546,11,7.0,28.0,2,UNK
37011b48-f667-4657-a404-e747e702ab4c,1.5555555555555556,9,6.5,35.0,2,MM
372442fa-0932-4936-9feb-60a62a4d2b6c,1.3333333333333333,6,4.0,25.0,2,MM
373764f7-6987-485a-8739-51f37cb46e3d,1.0,6,6.5,25.0,2,FF
37431f1e-124e-44ad-9217-12819ff59589,1.5,8,7.5,28.0,2,MM
374ee3bc-300c-4b66-9965-1220d5667e49,1.6,10,7.0,30.0,2,FF
37679d14-0e7f-40e7-9448-ffd0c2daaa09,1.5,10,7.5,25.0,2,MM
377bc163-b127-4b18-9333-10c8ae16fb96,1.375,8,8.5,40.0,2,FF
37843357-075c-406c-aaef-c6a80d7a5bfe,1.125,8,7.5,34.0,2,FM
3851cd44-577e-4d78-a45b-5333009f7dad,1.2,5,8.5,27.0,2,FM
39679832-1a7b-4596-a70b-89fa8c40a6f7,1.5,10,8.0,29.0,2,FF
397d469d-1ae2-4d4d-8cd4-20ccb3b260de,1.1111111111111112,9,4.5,27.0,2,MM
3a0b5df2-a40d-4eea-91ce-f95031502c58,1.7,10,9.0,40.0,2,FF
3a18db1d-a49e-48ee-b598-545465442c74,1.0,7,7.5,25.0,2,FF
3a47cc58-f351-4050-b06f-a0b505f2e7da,1.375,8,6.5,25.0,2,FF
3a51d3fd-a343-4177-b48e-a694a14c5891,1.8333333333333333,6,8.5,28.0,2,FM
3a5a4eec-b25f-4d92-badd-5ec53ab52847,1.5,10,7.5,30.0,2,FF
3ac003e3-80b0-4aae-a30d-7c3749f2ede7,1.5833333333333333,12,8.0,25.0,2,FF
3ad6d382-667f-47d4-bbc6-12c60928c4b2,1.0909090909090908,11,8.5,26.0,2,FM
3b0194a8-6776-4c86-9696-19b9268d548a,1.2142857142857142,14,8.5,26.0,2,FM
3b130d42-5bfd-41c0-a5a0-30779f70b65a,1.1666666666666667,6,6.0,25.0,2,FM
3b187562-d53d-44b1-b8d0-2c6dd7cb08d5,1.1818181818181819,11,8.0,25.0,2,FM
3b34cc10-e694-434e-8b4c-ddd9c19d0153,1.3636363636363635,11,8.5,29.0,2,FM
3b478687-dce5-410c-906b-765e9da86e3d,1.125,8,7.5,29.0,2,FM
3b6c1e76-b603-4b55-adf8-a715c2d0e7ee,1.6,5,6.0,28.0,2,FM
3bdc16b8-2b33-41c1-9375-d960f4d01e0b,1.2857142857142858,7,8.0,25.0,2,FM
3c27cd73-51a0-4787-b568-3456a6ceb3e3,1.5,8,9.0,26.0,2,FM
3c923944-0979-45d1-8396-a72dd9ec55d2,1.3,10,7.0,25.0,2,FM
3ce23d92-f8bb-4d74-b428-57f723fe4ad4,1.5,10,7.5,25.0,2,FM
3d05e6d6-51f2-4365-b6eb-c6a8621c3a27,1.4285714285714286,7,8.5,29.0,2,FM
3d0bac4f-4edb-4497-abf3-5e0c31045d8f,1.25,12,7.5,28.0,2,FM
3d91cef4-984f-480e-861e-cefc7e8c7546,1.3333333333333333,9,7.5,26.0,2,FM
3de1bfb4-526d-4d0b-93d0-7f763b9a6de7,1.5714285714285714,7,5.0,26.0,2,MM
3dec4f1c-bb27-4c5a-9b59-bcd7c88331d4,1.2222222222222223,9,8.0,34.0,2,FM
3e3beb5d-0b8c-4be1-99f5-c6175a3a57c3,0.875,8,7.5,34.0,2,FF
3e4b373e-f0c5-49f1-9bf0-20332f3ec712,1.0,11,7.0,27.0,2,FF
3e53be18-2e59-4bcd-a5df-08ac30669ef6,1.4,10,9.0,60.0,2,FF
3eb02a3e-10a7-4927-a967-6d39e43edc0f,1.375,8,8.0,32.0,2,FF
3ecb7213-5034-4d15-83b6-6347ba6c7aa1,1.125,8,8.0,30.0,2,MM
3edbfb87-6b83-4dd0-a4d8-09ca1eba6a3e,1.25,12,5.0,27.0,2,MM
3f0961fd-c5b8-416a-9485-2b58bf333c71,1.4444444444444444,9,7.0,25.0,2,MM
3f0b4178-05d8-414b-9b4e-1164daa6ca25,1.3333333333333333,6,8.0,36.0,2,FF
3f6ccd7e-66b6-4d5e-bacd-a812868363d6,1.125,8,6.5,37.0,2,FF
3f8e18be-c2a6-4f6f-b35f-eeb24fa4a587,1.2857142857142858,7,7.5,35.0,2,FM
4035f17c-61f5-4976-9b10-c682def66b36,1.3333333333333333,6,4.0,28.0,2,FM
404a442d-2399-435f-b1f5-e4abb0953517,1.5714285714285714,7,4.0,27.0,2,MM
40597f35-77f2-4834-bc1c-7cba59be2597,1.5833333333333333,12,8.5,45.0,2,MM
4068e5ec-1e1a-42f1-979b-0dd423fa2c48,1.5384615384615385,13,9.0,60.0,2,FF
408ffd36-dc4a-4521-9349-7060ab14a6a7,1.1666666666666667,6,6.5,28.0,2,FF
40d9ff29-4edc-4570-b980-fcdf70bb1629,1.4,10,8.5,28.0,2,MM
40e347bb-13d7-44bf-859c-19f70a470f66,1.25,12,9.0,38.0,2,FM
41126a20-ce2c-4eab-90af-9455356e03bb,1.0,6,7.0,27.0,2,FM
4176d548-8d1b-4a5a-8f94-3a28dd50370d,1.2222222222222223,9,8.0,25.0,2,FM
41883195-c82b-4192-9c12-7336fe02c163,1.25,8,7.5,27.0,2,MM
419c2d57-3d26-4c4e-a5a5-de392846532f,1.5,8,7.5,27.0,2,MM
41a622a8-3c9f-4546-8333-d9d6e57cbd45,1.0,7,6.5,29.0,2,FM
41b5746a-0546-4c67-b262-a61ed5a6af2b,1.25,8,8.0,40.0,2,FM
41ebdc70-fa5a-4e8f-ae1e-952936a7b338,1.0,10,7.5,28.0,2,FF
41ec5281-ba08-4f5b-9d68-2dcd0d678501,1.1,10,6.0,25.0,2,FM
422209b1-bd5c-4bd4-9f68-760bb1b54b9e,1.1111111111111112,9,7.5,25.0,2,FF
42ce8122-bc6c-4c25-8e90-0cb2f2406432,1.2857142857142858,7,7.5,30.0,2,FM
42d99fff-daee-41bc-ba4a-55b6a787e51d,1.5384615384615385,13,7.5,28.0,2,FF
432efb26-fdcd-4a4c-8fa1-11310c0b96e3,1.25,8,8.5,27.0,2,UNK
433c9a8c-8a0e-4eb4-8a32-d366a5aeee84,1.4,5,9.0,30.0,2,MM
434a157f-6239-4e66-865b-4764e72ed918,1.3,10,9.0,40.0,2,FM
43540c29-7c51-4fc8-8bda-fe8614340c64,1.0,3,7.5,26.0,2,MM
43741688-7c5f-4a12-9a5d-956cd04c8e4c,1.2,5,7.5,32.0,2,UNK
437d7142-ef5c-4c73-a958-21e32cd3a75a,1.0909090909090908,11,9.0,32.0,2,MM
43a0eb07-4a0c-4766-bdcf-00eb87dfbb5d,1.125,8,4.0,31.0,2,FM
43a2d7da-fee2-403e-8e99-5d6e124ae89d,1.0,4,7.0,26.0,2,MM
43f39618-a519-4bb6-b734-f834d0c641a2,1.2857142857142858,7,6.0,26.0,2,UNK
442dea44-b336-4903-9d01-47c8ca7a9a58,1.4545454545454546,11,8.5,35.0,2,FM
443305b9-c33d-4bbf-a719-db9c64e43a46,1.0909090909090908,11,8.5,31.0,2,FF
4456c827-9147-4474-a330-53de8c96172a,1.2857142857142858,7,8.5,27.0,2,FF
446fe8dc-1619-4c44-a4bd-8cbb48a2bca1,1.0,8,7.0,24.0,2,UNK
447ce27f-8e0a-4219-8aab-7f4f8411c037,0.8571428571428571,7,6.5,28.0,2,FM
44e03fdf-acae-40e9-909a-70826aebe7d7,1.2727272727272727,11,7.5,25.0,2,FF
4523b310-1fd8-42c0-b2c0-ecbc219382cb,1.5,6,6.0,25.0,2,FM
4534b849-b002-42f2-84e7-d2cc9e73fa24,1.3,10,5.5,25.0,2,FM
45389a74-f82e-4a2a-b553-5eea7be9e935,1.4,10,9.0,40.0,2,FM
4538cb0c-5102-4971-bd22-9767cc23e8bf,1.5,8,8.0,27.0,2,FF
457f0b31-a9c2-4d6e-9564-7aa2f17a66ed,1.5454545454545454,11,8.0,52.0,2,FF
45c948a5-a1fb-4e9b-b754-049923156b2a,1.3333333333333333,9,7.0,25.0,2,FF
4605e087-d60c-4cfe-8ffc-7c5c2f513da9,1.1,10,8.5,28.0,2,FM
4627ba77-c545-43cc-89a9-7c10184051c4,1.1818181818181819,11,8.0,30.0,2,FF
4652239e-2e52-4454-bc57-ac93467deae6,1.8,5,9.0,30.0,2,FM
46561ffd-6a0b-4958-b158-8e1d3cad91e2,0.875,8,6.5,26.0,2,FM
465c43c3-cf89-4797-80d9-4595e5d251d0,1.2,10,8.0,27.0,2,FF
46747c83-d53f-43a6-9de0-17298e3b633f,1.0,8,8.5,27.0,2,FM
4680605f-b06d-4456-ad6e-6c4427175e4e,1.0,9,7.5,25.0,2,UNK
46d14a01-720f-4d43-a00a-16e8a34835d4,1.1111111111111112,9,8.5,26.0,2,FM
46e04d30-d787-40ea-a84e-95222ee4a17b,1.0,6,6.5,30.0,2,MM
46f8e9b8-f80a-48cf-90a0-2e29908202c0,1.3636363636363635,11,4.0,27.0,2,MM
473435df-b97f-4c9f-a8e2-8e3fc66a8902,1.2727272727272727,11,7.5,26.0,2,FF
47468b6f-b49a-47b3-94ba-d9a05e84cbb9,1.5,10,8.5,55.0,2,FM
474ab563-0623-448f-b2f6-13505ae80fa4,1.0,6,5.0,25.0,2,FF
47617931-c2c7-4ae5-8648-5a9aab0498e9,1.0,7,8.0,25.0,2,MM
477392a5-4d62-4530-864e-446dd8be3bfb,1.7142857142857142,7,6.0,40.0,2,MM
47bdad94-7b02-47a7-85da-503a869a5c33,1.1666666666666667,6,6.0,26.0,2,MM
47e11fd0-9ceb-4ffa-ad74-0203e28427b3,1.25,8,9.0,29.0,2,FM
4857d57c-b994-4116-aeba-af8ab658ad36,1.0714285714285714,14,9.0,25.0,2,FM
485ab0d1-e649-4c0b-8a60-49b2ee46dc6b,1.3076923076923077,13,5.0,27.0,2,FF
48622ac9-189b-47cd-8eb4-3e6d93ba462e,1.0909090909090908,11,7.5,30.0,2,FM
4877ecf5-5ac4-4f51-9e08-d1df2adb0d67,1.1428571428571428,7,5.0,26.0,2,FF
48a4206e-f458-4736-93fd-02436b76cfb8,1.125,8,7.5,25.0,2,FF
48ced667-0e23-4a32-b880-99c2504af593,1.4285714285714286,7,8.0,35.0,2,FM
48d0dad2-2bfb-4c22-ac49-139a62dda270,1.2857142857142858,7,8.0,26.0,2,MM
48e16099-0003-482b-8c50-3ce4e9fc26af,1.25,12,7.5,27.0,2,FM
48f6f030-7973-4888-ac2a-0099e8636b88,1.4285714285714286,7,8.0,34.0,2,MM
49090cf7-f049-469d-91d6-e66e4f68059d,1.5714285714285714,7,6.5,30.0,2,FF
491f9074-6f14-4ecd-a809-700599d28d82,1.0,3,6.0,26.0,2,FM
492a9916-3e2b-4d3c-acac-e3161eb7e996,1.6,15,7.5,60.0,2,FM
49694675-cacf-452d-a940-3c93987126ef,1.2222222222222223,9,8.0,1.0,2,UNK
499f7caa-f087-40d4-a376-3533b36ff34b,1.2727272727272727,11,6.5,40.0,2,UNK
49c1c576-58c8-451a-8ee3-07aac2149127,1.4166666666666667,12,6.5,26.0,2,MM
49c24a69-fdf4-4f85-8131-b5d24067197f,1.0,8,6.5,26.0,2,FF
49f6239a-252b-463c-a3b3-2667aeb24286,1.2727272727272727,11,8.0,28.0,2,FM
49f63fed-0f01-4c63-83a9-664b40da4ea8,1.1111111111111112,9,6.5,28.0,2,FM
4a104536-429e-495f-a03a-7aa87467db1e,1.0,4,5.0,27.0,2,MM
4a22389d-8ef6-4fab-95ad-ea5ae3395d88,1.0,9,7.5,29.0,2,MM
4a308a55-49a4-43cc-94f0-a2182fa5aaa6,1.1666666666666667,6,8.0,28.0,2,FM
4a348e90-7a79-4939-817f-f478f452da40,1.1818181818181819,11,8.0,25.0,2,MM
4a44dec7-65ac-4689-b957-6ba9e7c05b36,1.4545454545454546,11,8.5,25.0,2,FM
4a50f7ad-7b2d-439a-aebf-17f9abf9eefc,1.0,10,7.0,25.0,2,FM
4aab823d-a152-4133-9383-dfc65a4ee06c,1.375,8,8.5,30.0,2,FM
4aba58d9-49c6-40f2-9c18-2676eebeac58,1.5714285714285714,7,7.0,25.0,2,MM
4b10bbc0-0b22-4944-b086-27dea1ac40d2,1.5,6,5.5,25.0,2,FF
4b3fc3a3-8714-407c-b142-bf2e242e0ae9,1.8,15,8.0,40.0,2,FF
4b51167f-3c2d-4c94-b08d-a8b41522ee33,1.2222222222222223,9,9.0,28.0,2,MM
4b52c90e-e486-4276-a029-7fba4861396d,1.0,4,6.5,28.0,2,MM
4b5456a6-6363-4d2a-9692-515203591a92,1.3636363636363635,11,8.5,25.0,2,FM
4bd7aa3d-2806-4365-879c-20de488bf595,1.0,5,8.5,30.0,2,FF
4be7675a-c2e4-4535-a602-a57aefbadc3e,1.125,8,8.5,30.0,2,FF
4c126110-fd71-4cc3-93a8-82bc5c2daf51,1.2222222222222223,9,9.0,30.0,2,FM
4c1df7a0-95d9-4c6f-b665-a954f934f10d,1.0,7,8.5,26.0,2,FM
4c2f2108-be90-4a60-8c43-d2544558b8e2,0.9090909090909091,11,8.0,30.0,2,FF
4cb7b4b9-b029-45cb-840b-e9fac6554dcc,0.8571428571428571,7,7.0,28.0,2,FF
4cc6a596-48b7-449b-b6af-a27263c72021,1.0,10,8.5,27.0,2,FM
4ce789dd-cb2c-4ecb-b4c3-406c3f9db052,1.1111111111111112,9,6.5,30.0,2,MM
4d094d13-35ca-4a09-b918-b23f185e6340,1.1111111111111112,9,8.0,35.0,2,FF
4d72499e-6683-4b98-8df8-315cb63a0a94,1.0,8,5.5,26.0,2,FF
4da5f1a9-e9ae-4837-802a-27c8b6675b4c,1.0,5,6.5,28.0,2,FF
4de30f88-9ca8-4aa9-9dd8-f5a124433fd3,1.3,10,6.0,25.0,2,FM
4e02e612-69a5-4323-8610-e89822241fc2,1.3333333333333333,6,7.5,25.0,2,FF
4e1114f7-544f-4e92-84e5-564d264842d4,1.0,7,7.5,26.0,2,FM
4e116092-0c94-4f33-b6c5-7a7c7a54b60d,1.1428571428571428,7,8.5,28.0,2,MM
4e3233b7-5d89-47e9-a795-25452f99a1c9,1.2727272727272727,11,8.0,30.0,2,FM
4e458f60-1fa1-4584-aca1-5932319e5ba9,1.4285714285714286,7,4.5,25.0,2,MM
4ec6a831-5dda-4109-84cd-5e376c29e920,1.1428571428571428,7,6.0,25.0,2,FM
4ecfd9f7-3819-424f-9e19-b7c39281506d,1.2,10,8.5,26.0,2,FM
4f4d07f8-cd05-4330-b446-6b314915be49,1.0,8,6.0,26.0,2,UNK
4f58d221-8045-48e5-bf26-7e9ff6e16f3b,1.1,10,7.0,25.0,2,MM
4f5964fe-1353-439b-9e50-08b460ee3bd5,1.3333333333333333,9,8.0,30.0,2,MM
4f5fd6bd-3aa0-4db3-9d17-4e339e558dd5,1.6923076923076923,13,8.0,30.0,2,MM
4f843d30-3b1c-426e-8c0b-67219f6e91ad,1.4444444444444444,9,8.0,28.0,2,FM
4fcd1092-0958-4eb2-9d74-effc30cdbef2,1.1428571428571428,7,8.0,26.0,2,FF
500258ba-b356-44ec-adb1-ca95a1d66f03,1.1818181818181819,11,9.0,26.0,2,FF
50214fe9-c7ec-4756-8ee8-0ad6cbcd4ce1,1.1428571428571428,7,5.5,30.0,2,FM
502b06e6-7054-4f5b-9558-a0dc66c0164c,1.0,6,7.0,27.0,2,FM
5057bc37-07d8-4149-a206-ab98231e2980,1.8,5,7.5,25.0,2,MM
50b3e83a-831f-4ab5-8da6-bf0d5da32b1d,1.6363636363636365,11,6.5,28.0,2,FM
51321ba6-c9a6-4aef-9908-25330349aa73,1.3636363636363635,11,8.0,29.0,2,UNK
51c18536-0580-4c83-b668-434a81a658da,1.6,10,7.5,35.0,2,FM
51cdede2-7ea8-438c-b79d-245d452ceaa3,1.1666666666666667,6,6.5,25.0,2,FM
51e1704c-3a80-49c9-a22e-2c4db6332d43,1.3333333333333333,12,8.0,26.0,2,FF
52519067-92a6-412b-bd86-d3a3836e0ac3,0.75,4,4.0,28.0,2,FM
52565e58-97f6-42b8-9697-a17869a7dfed,1.1,10,7.0,27.0,2,FM
52661f6d-1cce-49eb-bdeb-5ed40f19a273,1.5,10,7.0,26.0,2,FM
52983901-602c-484c-a43f-da8509a84e88,1.125,8,8.0,25.0,2,FM
52e38736-df36-4dfc-97c3-7f7a2ca790ad,1.4,10,8.5,29.0,2,FM
53074503-e206-4f9f-8e46-0c767ff6813f,1.4,10,7.0,40.0,2,FM
5334722e-8f9b-41c3-8f16-aff380cb5160,1.125,8,7.5,31.0,2,FM
53459a58-b890-4cad-83dc-1fb55dbd880e,1.0,7,8.0,0.0,2,UNK
5348de6b-afa5-4c36-8087-cd3bf94eedfd,1.0,3,8.0,25.0,2,FM
536675d6-80db-4db0-adb7-dfd3c5b6759b,1.1428571428571428,7,7.5,35.0,2,FM
53679c37-1e27-44f2-b56b-1e7c150cd922,1.3333333333333333,12,5.5,25.0,2,FM
53b4d5ad-9c9f-4d5c-b9f6-336c9b755e26,1.6666666666666667,9,7.5,39.0,2,FM
53bcbe13-1160-4bd3-9eda-ea946079142d,1.4444444444444444,9,8.5,26.0,2,UNK
53bee564-d0d4-486f-85f9-565c5314486c,1.2222222222222223,9,8.0,25.0,2,FM
53c3a97a-3ff3-4c67-be58-a743364b50d2,1.2,10,7.0,25.0,2,MM
53d737e6-c0e6-4cfa-acf9-bf14cb33b313,1.0,7,7.5,28.0,2,FM
53ea87fe-9cea-4434-9c1d-25f166620630,1.1,10,7.5,26.0,2,FF
54046304-4af5-449c-abe1-2bab8b5b597e,1.25,8,7.0,30.0,2,MM
541ddc3c-ae0c-435d-a503-84abd0558534,1.0,6,8.5,26.0,2,FM
541f83af-f1a7-4c30-be52-0c7d5108d110,1.1666666666666667,12,8.5,28.0,2,FM
542a6af4-84f3-4681-80ce-fce29162efc1,1.4285714285714286,7,7.0,0.0,2,UNK
54532b33-dc38-48f1-a002-d685e0de9eab,1.2857142857142858,7,8.0,25.0,2,FM
54a86d58-43cb-4c78-b967-de4f865f2006,1.3333333333333333,9,7.0,28.0,2,MM
54d711f1-f836-49ea-b61e-cb61842a8c49,1.25,8,8.5,31.0,2,FM
54fb8d98-5142-4ffa-9227-29319f91a287,1.75,8,6.5,32.0,2,FF
55484ecc-5a95-4629-850c-55f4b8aded7c,1.0,7,7.0,28.0,2,FM
55521b6c-25dd-4a59-a606-aa093a02d8eb,1.2727272727272727,11,7.0,32.0,2,MM
556af996-c50e-45c8-a7af-fb8a42c22640,1.0,9,7.0,30.0,2,FF
55aabab3-03a0-4c3f-b228-255e48da459f,1.4444444444444444,9,8.5,27.0,2,FM
55fe9177-e5c7-459f-b4a9-457b91018c60,1.2222222222222223,9,7.5,27.0,2,FM
5608d91f-46c6-441e-94b3-8ca42d28b915,0.9090909090909091,11,7.5,27.0,2,MM
56529e73-480c-43fa-b313-a0bd3d8f033e,1.5,8,7.5,40.0,2,FF
565376e1-b61b-4327-976b-c548ea3b4708,1.2857142857142858,7,7.5,26.0,2,FM
566dee96-2aea-45e5-b75c-9cde9f601b16,1.1111111111111112,9,7.0,26.0,2,FM
566e32b6-1a77-4609-946e-286919e54bcc,1.3,10,8.5,25.0,2,FM
5686694a-ef2b-4eab-9cee-988111599a4c,1.375,8,9.0,27.0,2,FM
56daf4e7-7a32-4131-af25-b5c71e61b6ce,1.2857142857142858,7,5.0,25.0,2,MM
56ee9fdd-486c-4709-82f7-485322ed4a05,1.25,8,7.5,31.0,2,FF
56f21a75-4e86-4dee-9a15-a4f68e86e1a3,1.5,8,7.0,29.0,2,FM
571658d4-279e-494e-8e01-f4d922147436,1.125,8,6.5,27.0,2,FM
571a07dc-20ed-4983-ba2d-a6a9461065ec,1.0,7,8.0,27.0,2,MM
57508710-6147-4bae-b578-03ad505df3df,1.5,10,8.0,29.0,2,MM
575e277a-b2eb-4c1b-9b07-0c6fdc63a028,1.8181818181818181,11,9.0,45.0,2,FF
57a3f585-42f3-4400-9adf-655e6eb7ae2b,1.125,8,7.5,28.0,2,FM
582ea058-c65e-4739-aaac-46d498956317,1.0769230769230769,13,7.0,25.0,2,FM
5851d203-c634-4af0-af0c-cb76d52f02a7,1.0,9,8.0,28.0,2,FF
5857dca0-e0b7-425d-8c09-e301f5468e42,1.5833333333333333,12,9.0,43.0,2,FM
588c5b4b-5e92-426c-8acc-686628a7342f,1.4,10,5.0,26.0,2,UNK
58c9970b-5e5f-4699-ac85-a34da9ddc121,1.3,10,7.0,25.0,2,FF
58dabc5c-7cef-4a50-8881-07c6c8e0f656,1.4285714285714286,7,7.0,35.0,2,FF
59bb81e4-9c3c-4b4d-8343-5f7c5f3ab9d5,1.5,12,6.5,35.0,2,FF
5a0ac4b2-c32c-4328-85ff-f57b645f838a,1.1111111111111112,9,6.5,25.0,2,FM
5a0df5c6-362c-4517-9856-a53b028dcee7,1.6,10,7.5,27.0,2,FF
5a296223-a8fc-42bd-adc9-7e9382109c63,1.1818181818181819,11,9.0,27.0,2,FF
5a307dec-0265-4dab-ade6-bc6392695c9e,1.5555555555555556,9,7.0,25.0,2,MM
